id,date,post_url,type,title,body,caption,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,@photo0,@photo1,@photo2,@inlinePhoto0,@inlinePhoto1,@inlinePhoto2,@inlinePhoto3,@inlinePhoto4,@inlinePhoto5,@inlinePhoto6,@inlinePhoto7,@inlinePhoto8,@inlinePhoto9,@inlinePhoto10,@inlinePhoto11,@inlinePhoto12,@inlinePhoto13,@inlinePhoto14,@inlinePhoto15,@inlinePhoto16,@inlinePhoto17,@inlinePhoto18,@inlinePhoto19
45526017794,2013-03-16 20:59:58 GMT,http://ifthisthenth-ey.tumblr.com/post/45526017794/michelle-obama-graces-the-april-2013-cover-of,photo, , ,Michelle Obama Graces the April 2013 Cover of Vogue US First Fashion – First Lady Michelle Obama graces the April issue of Vogue US photographed by Annie Leibovitz. This is Michelle’s second cover of American Vogue; she previously appeared on the March cover in 2009. Inside the magazine the First Lady opens up about her role as a parent wife of President Barack Obama and more. Read the article on Vogue.com    http://bit.ly/112CrK0,fashion,Joanna, , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjrssbaq4v1s75lgto1_1280.jpg, , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:ZgbLkI,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:ZgbLkJ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:ZgbLkL, , , , , , , , , , , , , , , , , 
45526002777,2013-03-16 20:59:45 GMT,http://ifthisthenth-ey.tumblr.com/post/45526002777/emerging-voices-architecture-san-francisco-based,photo, , ,Emerging Voices Architecture San Francisco-based firm thrives on the tension between code requirements and formal experimentation.: The Architectural League’s 31st annual Emerging Voices Award brings a focus to creative practices that will influence the future direction of architecture. Each of the eight firms will deliver a lecture this month in Manhattan. The next lecture takes place on Thursday March 21 at 7:00 p.m. when Ogrydziak Prillinger Architects and Continue reading.) http://bit.ly/ZgbIWm,architecture, , , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjrss960SX1s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , 
45525998354,2013-03-16 20:59:00 GMT,http://ifthisthenth-ey.tumblr.com/post/45525998354/7th-annual-cambridge-talks-conference,photo, , ,7th Annual Cambridge Talks Conference: ‘Architecture and the Street’  Free and open to the public the PhD program at the Harvard University Graduate School of Design is pleased to invite you to the 7th annual Cambridge Talks conference which will take place on Friday March 29 from 9:00am to 4:30pm. This year’s conference seeks to bring fresh historical themes and tools to bear on the problem of ‘Architecture and the Street’. New research promises to enrich and challenge perspectives pioneered by Spiro Kostof Jane Jacobs and William H. Whyte. You will be challenged to critically think about questions such as ‘How might we theorize and historicize modern streets as sites of cultural memory and nostalgia? And above all what are the effects of such social political and technological forces on architectural form? For more information please visit here.  7th Annual Cambridge Talks Conference: ‘Architecture and the Street’ originally appeared on ArchDaily the most visited architecture website on 15 Mar 2013. send to Twitter | Share on Facebook | What do you think about this?  http://bit.ly/Xglsx7,ArchDaily,architecture,street,Alison Furuto, , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjrs2zicJZ1s75lgto1_1280.jpg, , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:100yeUt, , , , , , , , , , , , , , , , , , , 
45523389515,2013-03-16 20:24:34 GMT,http://ifthisthenth-ey.tumblr.com/post/45523389515/keyless-go-lock-unlock-mercedes-benz-usa,video, , ,KEYLESS-GO (Lock/Unlock) - Mercedes-Benz USA Owners Support (by mbusa),technology,invisible design,noui,mercedes,car,automotive, , , , , , , , , ,none,none,none, , , , , , , , , , , , , , , , , , , , 
45522899533,2013-03-16 20:17:57 GMT,http://ifthisthenth-ey.tumblr.com/post/45522899533/new-aging-we-are-aging-yet-the-way-we-age-and,photo, , ,New Aging We are aging yet the way we age and where we age is something that we control when city planners architects politicians insurers and the person who is aging work together to achieve a common goal. New Aging is an initiative to unleash creativity and bring together thinkers and doers who will create a call for action to provide better living circumstances for our aging community. The conference leads the way by addressing aging by focusing on progressive advances in architecture city planning and culture. Leaders within and outside of the design profession will provide the professional and visionary underpinning of the conference that will lead to the development and publication of the New Aging Book which will forever change how we think about architecture and aging. (via PennDesign | New Aging),aging,architecture, , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjrsdxkLtB1s75lgto1_500.jpg, , , , , , , , , , , , , , , , , , , , , , 
45522497875,2013-03-16 20:12:00 GMT,http://ifthisthenth-ey.tumblr.com/post/45522497875/the-top-trends-from-the-fall-2013-runways-four,photo, , ,The Top Trends from the Fall 2013 Runways Four cities one season: Fall 2013. Nemo kicked the collections off and every city to follow added its own dose of wintry chill. Somehow all that cold weather caused a discernible note of restraint to float through the collections. Don’t worry–the passion and excitement were still there but designers actively pursued defining new ways we can really dress next fall. These looks felt grounded in the return of the “Lady” as fashion’s pendulum swung away from the risqué toward the refreshingly refined (spike-studded shoulders be damned). Check out our top trends for fall in the slide show. Continue reading »  http://bit.ly/XglpBl,Fashionista,fashion,Kibwe Chase-Marshall, , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjrs2xhfVG1s75lgto1_250.jpg, , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:100yhj4, , , , , , , , , , , , , , , , , , , 
45514682274,2013-03-16 18:26:33 GMT,http://ifthisthenth-ey.tumblr.com/post/45514682274/ed-atkins-using-a-kinect-by-troyth,photo, , ,Ed Atkins using a Kinect by troyth http://instagr.am/p/W7RlxtJHMC/,Instagram, , , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjrn89nTwE1s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , 
45503673346,2013-03-16 15:53:00 GMT,http://ifthisthenth-ey.tumblr.com/post/45503673346/the-filter-future-digging-a-bit-into-vine-and,photo, , ,The Filter Future Digging a bit into Vine and Instagram here’s the path to the next round of innovation in consumer photography. And it’s not in “filters” in the current sense of the word. I’ve noticed an interesting difference in the way people use the word “editing” when they talk about photography. Most people use “editing” to refer to the process of modifying a single image to make it look different which might include cropping saturation contrast and increasingly using a preset filter to condense a complicated set of editing procedures. And if you look at a large set of pictures from a photographer each image will often be edited quite differently to whatever look worked best for that photo. But when I talk to professional photographers they use “editing” to refer to the process of selecting a certain set of images to present in a series to show a body of work which is often used to tell a story or deliver an overarching message. Usually they use a consistent composition vantage point and framing and vary the subject in order to focus people on the message of the series. And therein lies the future of filters. Semil Shah: The tricky thing here is that only in hindsight do filters or boards or exploding pictures make sense. But why do they make sense? It’s not the filters or the boards or the exploding pictures themselves: it’s what they accomplish as easy-to-use tools to make our photos better. Consider Vine: Vine also skips the filters. That would just add an extra step to making a video clip that doesn’t add much instant value to it. Instead Vine lets you string multiple shots together in a way that’s just as simple as Instagram’s filters. Editing it seems is the “filters of video”–the value-add that video can do quickly and easily that other visual media can’t. Exactly. Filters win because they are easy simple ways to make our photos better. Vine’s editing wins over other video apps because it makes the process of creating a video incredibly easy. We have an abundance of complex rich powerful tools to edit photos and many of us app swap between a number of apps to reach the effects we want but when push comes to shove we use whatever is the easiest way to create and share what we want people to see. Video has struggled to get the same adoption at scale for a pretty simple issue: the variability of quality after the click. Scan a photo you get the whole picture. Scan a thumbnail of a slice of a video and you get a guess of what’s behind the click. Any indecision or lack of commitment to see beyond the slice and we don’t click. Vine wins because it standardizes the format the aspect ratio and even the length of the video. Less variation in the editing reduces the variation behind the click lowers the decision process about clicking play and standardizes how the content is presented. The focus is on the subject and the message. The standardization effect is important. In Instagram’s case the mobile phone-only usecase standardized square format limited set of filters and editing tools made it super simple to edit and share images. Fewer decisions. Easier to scan and consume. Lower variability in format and structure. The focus is on the subject and the message. A bit like memes. Fake art real messages. So what’s the next part of the photography stack to be standardized? Any manual human process that requires knowledge time and experience to get right. Let’s start with composition. Composition Filters can help make a photo more interesting but great composition is the base of a great image. Composing a good image is hard. It takes a good eye and while an eye can be developed it takes time and effort. There’s a reason why photography instruction courses manuals and photowalks are big businesses and great revenue sources for many photographers: learning to take a good photo takes time. But it’s also something that’s hard to productize. It’s hard to program a camera to help someone take a better picture in real time. To get someone to think about the rule of thirds and change where they position the subject (grid lines are a start of course). It’s hard to get someone to think about where they are positioning the subject and pay attention to the broader frame (the square format helps a bit with this). It’s hard to get someone to crouch down choose a different angle move their feet all to find a more interesting viewpoint. And that’s why I think we’ll soon see apps that productize the photographic eye and standardize composition. Editing We’re undergone a revolution in how and why we share images. The next value-add will be in helping us figure out what to do with these images. “Editing” will move from editing individual images and toward editing series of images or in an easier-to-understand sense towardstorytelling. If you look through the popular images on Instagram it can be a shock: very few of them are traditionally “good” images. But they’re great messages. And sometimes they’re great stories. But as individual images they’re still only snippets of stories. In my mind most of the complaints about the rise of democratized photography stem from visual information overload and the quest for stories not snippets. Snippets are perfectly fine - fleeting momentary humanizing visual communication can be powerful - but acknowledge the difference. “It’s not information overload. It’s Filter Failure.” is based on the challenge that our systems for managing information abundance are perpetually swamped by the growth of information and I believe it applies to visual imagery as well. With umpteen images of the same place or event or message already existing and being created how do we find a way to make a different meaningful even popular image? How do we filter and find the “best” images? That’s where stories come in. The best images have a deeper richer context that draw us in deeper that bring us back that show us something new every time we look at them. The best images have a story behind them; whether it’s personally relevant socially relevant culturally relevant or ubiquitously relevant there is a story that rises above the individual image that spreads its wings beyond the image in front of our eyes. And that’s where the professional sense of the word “editing” comes in. Vine’s already started this with their approach to editing video.Albumatic will help bring this kind of editing to photos. Backspaces has been working on this as surely hosts of others. But it’s all still raw as the tools don’t help select standardize or tell our stories. They don’t automatically recognize the context (time location friends) behind the images to pick out the stories embedded in them. They don’t make it easy to turn a camera roll of photos even if they are in sets into stories. But it’s a major room for innovation. And while it’s not in “filters” specifically it will still tap into the basic value-add of filters: condensing a human manual skilled process into a set of algorithms that make it easier to create and share. And while that may not be good for professional photographers it’s good for photography.(via The Filter Future — Photography Past Present Future — Medium),technology,vine,instagram,sharing,images,video,filtering, , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjrg4qoTbG1s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , 
45502707457,2013-03-16 15:38:00 GMT,http://ifthisthenth-ey.tumblr.com/post/45502707457/no-to-noui-1-invisible-design-propagates-the,photo, , ,No to NoUI 1. Invisible design propagates the myth of immateriality 2. Invisible design falls into the natural/intuitive trap 3. Invisible design ignores interface culture 4. Invisible design ignores design and technology history Towards legible evident interaction (via No to NoUI – Timo Arnall),technology,noui,intuitive ui,natural ui,invisible design, , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjrfgmVi431s75lgto1_1280.gif, , , , , , , , , , , , , , , , , , , , , , 
45438222350,2013-03-15 20:12:00 GMT,http://ifthisthenth-ey.tumblr.com/post/45438222350/sxsw-panel-coverage-visual-conversation-being,photo, , ,SXSW Panel Coverage: ‘Visual Conversation: Being at The Center of Social’ Media From the 72 hours of video uploaded to YouTube every minute to the 160000 photos uploaded to DeviantArt each day it’s becoming increasingly apparent that visuals (videos images gifs) are driving mass amounts of consumer engagement and providing a platform for storytelling like never before. These issues brought a panel moderated by author Mark Borden and comprised of GE Head of Digital Marketing Katrina Craigwell Digitas VP of Brand Content Eric Korsh Getty Images VP of Business Development Peter Orlowsky and DeviantArt VP of Global Advertising Sales Daniel Bornstein together at SXSW for an in-depth panel discussion titled “Visual Conversation: Being at The Center of Social.” Unilaterally everyone agreed that in today’s world a catchy tagline isn’t enough:”With image-driven networks like Tumblr and Instagram taking center stage collaborative storytelling is more important than ever. In order to leverage your brand product or campaign across all channels you need strong visual content.” The panel focused on two overarching themes: how to create quality work for brands and the challenges of monetization of visuals in digital and social media.  To kick things off moderator Borden asked the group how they identify what is worth creating on behalf of brands to which Eric Korsh of Digitas replied: “You have to ask yourself ‘Is that something that I would share as a consumer?’ In that process make sure that you challenge yourself and your clients that if this is something we are doing or are we just checking the box in that ‘content area’ for today. Furthermore “You need to approach social content different from traditional ads. And you can equate this social content to fruit flies in that their lifespan is so short. You need to use it move fast learn quickly move on and apply those learnings to the next project.” Katrina of GE chimed in on the importance of keeping the consumer in mind pointing out that they recognize that in social media you’re competing with all content not just your direct competition. As a result they focus on creating great content with the goal of social distribution. In discussing the challenges of monetization DeviantArt and Getty Images had some very innovative things happening on their respective platforms. Getty Images has rolled out a variety of tools which empower people by giving them credit for their work and make sure every content creator can monetize. To accomplish this Orlowksy shared insight into the unique Getty technology stating: “We’ve got a great solution which allows us to see which images have been shared across platforms. Using fingerprinting service to track how images are shared and where they go allows for the ability to license images on the fly.”  On the DeviantArt side Bornstein shared how the site has become a discovery engine for artists empowering them to elevate their profile and giving them great exposure and opportunities they may not otherwise have. For example a piece on the site (“Sweet Halloween Dreams” by Begemott) recently generated a ton of online buzz and The Rock saw it and approached New Line to create a movie around the image which is now in the works. Overall it’s clear that today’s landscape has challenged marketers creators and media properties to come up with new and innovative ways to distribute and monetize the content. http://bit.ly/XA2lUF,content,tech,Brendan Gahan, , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjnxo8Wzrn1s75lgto1_1280.jpg, , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:XA2lUA,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:XA2nvL, , , , , , , , , , , , , , , , , , 
45433527933,2013-03-15 19:02:00 GMT,http://ifthisthenth-ey.tumblr.com/post/45433527933/cfda-2013-fashion-awards-nominees-the-council-of,photo, , ,CFDA 2013 Fashion Awards Nominees The Council of Fashion Designers of America (CFDA) announced the nominees and honorees for the 2013 CFDA Fashion Awards at an exclusive event hosted by CFDA President Diane von Furstenberg and Nadja Swarovski at the new CFDA offices in lower Manhattan. The 2013 CFDA Fashion Awards will take place on Monday June 3rd at Lincoln Center’s Alice Tully Hall. The Menswear Designer of the Year nominees are: Steven Cox & Daniel Silver for Duckie Brown Michael Bastian and  Thom Browne. For Accessory Designer of the Year Award the nominees arePhillip Lim for 3.1 Phillip Lim Alexander Wang and Jack McCollough & Lazaro Hernandez for Proenza Schouler. The nominees for the Swarovski Award for Menswear are Dao-Yi Chow & Maxwell Osborne for Public School Tim Coppens and Todd Snyder. For the Swarovski Award for Accessory Design the nominees are Irene Neuwirth Jennifer Meyer and Pamela Love. The honorary awards go to a diverse group of people. The Geoffrey Beene Lifetime Achievement Award named for the fiercely independent four-time CFDA Fashion Award winner will be presented to Vera Wang. The Media Award given in honor of Eugenia Sheppard the influential journalist who revolutionized fashion reporting with her reports in the New York City Herald Tribune will be given to Tim Blanks. The Founders Award given in honor of CFDA founder Eleanor Lambert who is widely credited with putting American fashion on the map will go to Oscar de la Renta. http://bit.ly/ZL49FT,Fucking Young!,fashion,Adriano B., , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:util:node:tumblr-air:photos:tumblr_mjnxo64agG1s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , 
