item,id,date,post_url,type,title,body0,body1,body2,body3,body4,body5,body6,body7,body8,body9,body10,body11,body12,body13,body14,body15,body16,body17,body18,body19,body20,body21,body22,body23,body24,caption0,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10,caption11,caption12,caption13,caption14,caption15,caption16,caption17,caption18,caption19,caption20,caption21,caption22,caption23,caption24,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,@photo0,@photo1,@photo2,@photo3,@photo4,@photo5,@photo6,@photo7,@photo8,@photo9,@inlinePhoto0,@inlinePhoto1,@inlinePhoto2,@inlinePhoto3,@inlinePhoto4,@inlinePhoto5,@inlinePhoto6,@inlinePhoto7,@inlinePhoto8,@inlinePhoto9,@inlinePhoto10,@inlinePhoto11,@inlinePhoto12,@inlinePhoto13,@inlinePhoto14,@inlinePhoto15,@inlinePhoto16,@inlinePhoto17,@inlinePhoto18,@inlinePhoto19
290,44233181050,2013-02-28 19:41:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44233181050/taped-media-http-bit-ly-vngwzp,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Taped Media http://bit.ly/VNGwzP, , , , , , , , , , , , , , , , , , , , , , , , ,fashion, , , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy41iEp5X1s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
289,44233183285,2013-02-28 19:41:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44233183285/sapa-beauty-http-bit-ly-11yn2eo,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Sapa Beauty http://bit.ly/11Yn2eo, , , , , , , , , , , , , , , , , , , , , , , , ,fashion,culture, , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy41kbqu91s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
288,44236784375,2013-02-28 20:35:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44236784375/braverywins-the-most-moving-gifs,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,#BraveryWins the Most Moving GIFs, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy6jiDS2s1s75lgto1_500.gif,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy6jiDS2s1s75lgto3_500.gif,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy6jiDS2s1s75lgto2_500.gif,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy6jiDS2s1s75lgto4_r2_500.gif,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy6jiDS2s1s75lgto5_500.gif,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy6jiDS2s1s75lgto6_500.gif, , , , , , , , , , , , , , , , , , , , , , , , 
287,44237079027,2013-02-28 20:40:07 GMT,http://ifthisthenth-ey.tumblr.com/post/44237079027,photo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy6qvbGrd1s75lgto1_500.gif, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
286,44237741260,2013-02-28 20:49:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44237741260,photo, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy764lMQY1s75lgto1_r1_500.gif, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
285,44238248893,2013-02-28 20:56:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44238248893/will-the-3d-printing-revolution-produce-the-next,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Will the 3D Printing Revolution Produce the Next Apple? http://bit.ly/15lO4KH, , , , , , , , , , , , , , , , , , , , , , , , ,endless innovation | big think,material,tech, , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy7hvEEBD1s75lgto2_r1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
284,44239414237,2013-02-28 21:11:51 GMT,http://ifthisthenth-ey.tumblr.com/post/44239414237/diller-scofidio-renfro-designs-telescopic,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Diller Scofidio + Renfro Designs Telescopic 'Culture Shed' for New York http://bit.ly/Z0EyqY, , , , , , , , , , , , , , , , , , , , , , , , ,archdaily, , , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_miy87rWHuf1s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
283,44308162756,2013-03-01 19:25:05 GMT,http://ifthisthenth-ey.tumblr.com/post/44308162756/from-the-album-heza-available-4-2-13,audio, , , , , , , , , , , , , , , , , , , , , , , , , , ,From the album Heza available 4/2/13 http://www.polyvinylrecords.com/heaza, , , , , , , , , , , , , , , , , , , , , , , , ,soundcloud,polyvinyl records,indie,generationals,heza,put a light on,music, , , , , , , , ,none,none,none,none,none,none,none,none,none,none, , , , , , , , , , , , , , , , , , , , 
282,44308229719,2013-03-01 19:26:17 GMT,http://ifthisthenth-ey.tumblr.com/post/44308229719/stream-generationals-put-a-light-on,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Stream: Generationals "Put a Light On" http://bit.ly/Y4gnHj, , , , , , , , , , , , , , , , , , , , , , , , ,the fader, , , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_mizxztoYWo1s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
281,44308319706,2013-03-01 19:27:56 GMT,http://ifthisthenth-ey.tumblr.com/post/44308319706/nelly-hey-porsche-by-nellyvevo,video, , , , , , , , , , , , , , , , , , , , , , , , , , ,Nelly - Hey Porsche (by NellyVEVO), , , , , , , , , , , , , , , , , , , , , , , , ,music,cars in videos, , , , , , , , , , , , , ,none,none,none,none,none,none,none,none,none,none, , , , , , , , , , , , , , , , , , , , 
280,44308684844,2013-03-01 19:34:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44308684844/jaguar-f-type-official-launch-film-song-lana,video, , , , , , , , , , , , , , , , , , , , , , , , , , ,Jaguar F-type - official launch film Song: Lana Del Rey - Burning Desire Location: Spain (by TheReklameFernsehen), , , , , , , , , , , , , , , , , , , , , , , , ,music,video,cars in videos, , , , , , , , , , , , ,none,none,none,none,none,none,none,none,none,none, , , , , , , , , , , , , , , , , , , , 
279,44308741027,2013-03-01 19:35:30 GMT,http://ifthisthenth-ey.tumblr.com/post/44308741027/lana-del-rey-burning-desire-by-lanadelrey,video, , , , , , , , , , , , , , , , , , , , , , , , , , ,Lana Del Rey - Burning Desire (by LanaDelRey), , , , , , , , , , , , , , , , , , , , , , , , ,music,video,celebrity, , , , , , , , , , , , ,none,none,none,none,none,none,none,none,none,none, , , , , , , , , , , , , , , , , , , , 
278,44319227449,2013-03-01 22:09:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44319227449/fabrikator-finding-minimal-complexity,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Fabrikator Finding Minimal Complexity http://bit.ly/15o50QP, , , , , , , , , , , , , , , , , , , , , , , , ,architecture,fabrication, , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_mj05k2kud91s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
277,44388650681,2013-03-02 19:11:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44388650681/held-back-as-per-the-paris-fashion-week-norm,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Held Back, As per the Paris Fashion Week norm I've put on my Dazed Digital cap and been reporting rampantly for them this week.  I'm carrying three phones getting my head round about three different Twitter/Instagram/Vine accounts and basically running around Paris giving myself mental high fives whenever I make it to every show/appointment/presentation because I've stuck two fingers up at Paris' horrendous traffic and used *gasp* the Metro.  One girl was shocked that I was on public transportation she literally quivered as she asked to have her picture taken with me.  Are bloggers supposed to travel in pumpkin-shaped gilded carriages?,I'm all talked out about the shows for now as all my show chat is on Dazed but one immediate thing to bring to attention came about at the Maison Martin Margiela show.  For those of you with short hair this may not excite you so much so apologies if I sound like a crazed overenthusiastic loon.  I thought we had seen everything that's physically possible in the technical constuction of a garment.  I thought nothing new could be termed.  However can we take a second to ponder these inbuilt hair straps that were worked into every jacket shirt coat dress and top at the MMM show today.  Have we seen these done before?  If not why haven't they been done before?  This solves a lot of the problems that afflicts the I-don't-know-what-to-do-with-my-hair tribe which I'm an enthused member of.  No product pins clips and hairbands required.  Just shove the mane into place in its prime located hair strap.  ,If any of you do find prior examples of this simple but very VERY nifty design detailing please do let me know.  To my mind I can't recall this being used.  It seems to have been a solution that stemmed from women tucking their long hair into a poloneck (thanks Celine) or wearing it loose and entirely obscured by a giant upturned coat collar.  Therefore I'd say Maison Martin Margiela have a fairly good case to apply for a design patent if they are deemed to be the one and only inventors of the hair-strap to stop everyone else getting their knock-off mitts on this feature.  I urgently needed to hone in on this bit of detailing that isn't even visible from the frontview of catwalk images.  It feels strange that such a practical tailored and somewhat insignifcant device would come from MMM but yet at the same time the height of Margiela's prowess was when high-concept married up with pragmatic reality.  This was definitely one of those instances.  ,,,,,,,,http://bit.ly/YQvsR0, , , , , , , , , , , , , ,style bubble,fashion, , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_mj1rzcmz1o1s75lgto1_1280.jpg, , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvtV8,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvtVa,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvsAk,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvsAm,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvsAo,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvsAq,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:WxhCiW,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:WxhCzc,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvsAC,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvubC,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvubE,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:YQvsQW,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:WxhCzi, , , , , , , 
276,44388658061,2013-03-02 19:11:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44388658061/mu-thermal-imager-attachment-for-the-iphone-will,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Mµ Thermal Imager attachment for the iPhone will detect thermal vulnerabilities in a building,In construction or renovation of buildings you'll be able to identify poorly insulated areas and badly wired electrical outlets before you put the drywall up. You'll find places where water has penetrated the structure where it should not have. Identifying mold and moisture is a much easier task with the Mµ Thermal Imager.,Mµ Optics is currently seeking financial support on crowsourced-funding website Indiegogo. The iPhone attachment may offer steep competition to the existing thermal imaging cameras that range in prices from $2000 to $22000 according to Mµ Optics. The Mµ Thermal Imager is currently offered for $125 and $150 to early adopters with a final price goal of less than $200 if they are able to stock the product in the big box stores.,http://bit.ly/WzfWWb, , , , , , , , , , , , , , , , , , , , , ,archinect,tech, , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_mj1rzicyqM1s75lgto1_1280.jpg, , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:13w0hxU, , , , , , , , , , , , , , , , , , , 
275,44388655870,2013-03-02 19:11:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44388655870/high-voltage-erosion-15-000-volts-travels-through,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,High Voltage Erosion: 15000 Volts Travels Through Wood,Pratt student Melanie Hoff connected cables carrying 15000 volts of electricity to a large plank of wood and then documented the results. Surprisingly the areas around each contact point don't simply catch on fire or burn in a circle but rather traverse outward in a fractal-like pattern like lighting in slow motion. Watch it all unfold above. (via colossal submissions),http://bit.ly/VUXytt, , , , , , , , , , , , , , , , , , , , , , ,colossal,material, , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_mj1rzgJHSo1s75lgto1_1280.jpg, , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:WnmOen, , , , , , , , , , , , , , , , , , , 
274,44388653911,2013-03-02 19:11:00 GMT,http://ifthisthenth-ey.tumblr.com/post/44388653911/brian-atwood-evie-sandals-color-blocking-works,photo, , , , , , , , , , , , , , , , , , , , , , , , , , ,Brian Atwood 'Evie' Sandals,Color blocking works well in apparel but even better in footwear as you can see from Brain Atwood's Evie sandals. The patent leather on the heel is perfection.Available here see angles on the flip.,(…)Read the rest of Brian Atwood 'Evie' Sandals (1 words),© 2013 Highsnobette for Titel Media. Author: SGP-Editor | Permalink | One comment | Add to del.icio.us | %%sharethis_link%%  Post tags: Brian Atwood Evie Sandals,http://bit.ly/WxOMEG, , , , , , , , , , , , , , , , , , , , ,highsnobette.com,fashion, , , , , , , , , , , , , ,Users:troytherrien:Insync:info@th-ey.co:GIT:therrienbarley.com:server:routes:tumblr-air:photos:tumblr_mj1rzeApHz1s75lgto1_1280.jpg, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
